Name,First year,Last year,Full Name,Country,Positions,Bat hand,Throw hand,HoF,HoF type,HoF year,HoF comittee,Years,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%
Rick Adams,1905,1905,Reuben Alexander Adams,us,['Pitcher'],Left,Left,-,-,-,-,1.0,2.0,5.0,.286,3.59,11.0,6.0,5.0,3.0,1.0,0.0,62.2,63.0,30.0,25.0,1.0,24.0,,25.0,8.0,0.0,0.0,271.0,74.0,3.46,1.388,9.0,0.1,3.4,3.6,1.04,4.31,3.54,0.06,0.00,107.0,3.73,-4,-0.4,1.00,0.0,0.1,1.0,.460,.497
Terry Adams,1995,2005,Terry Wayne Adams,us,['Pitcher'],Right,Right,-,-,-,-,11.0,51.0,62.0,.451,4.17,574.0,41.0,201.0,0.0,0.0,42.0,869.1,890.0,448.0,403.0,63.0,380.0,33.0,691.0,17.0,6.0,54.0,3801.0,101.0,3.80,1.461,9.2,0.7,3.9,7.2,1.82,4.64,4.81,0.09,-0.22,98.3,4.42,-22,-2.1,1.29,-1.1,4.5,58.0,.496,.500
Willie Adams,1912,1919,James Irvin Adams,us,['Pitcher'],Right,Right,-,-,-,-,5.0,8.0,16.0,.333,4.37,65.0,21.0,30.0,8.0,0.0,2.0,284.1,303.0,172.0,138.0,8.0,144.0,,74.0,19.0,0.0,8.0,1236.0,70.0,3.95,1.572,9.6,0.3,4.6,2.3,0.51,5.44,3.96,-0.01,0.00,100.9,4.00,-46,-4.9,.85,-0.3,-2.5,-23,.425,.489
Willie Adams,1996,1997,William Edward Adams,us,['Pitcher'],Right,Right,-,-,-,-,2.0,6.0,9.0,.400,5.81,25.0,24.0,0.0,1.0,1.0,0.0,134.2,149.0,92.0,87.0,20.0,55.0,5.0,105.0,9.0,0.0,4.0,611.0,83.0,4.94,1.515,10.0,1.3,3.7,7.0,1.91,6.15,5.25,-0.42,0.19,100.0,5.86,-6,-0.4,2.31,-0.1,0.9,12.0,.484,.498
Joel Adamson,1996,1998,Joel Lee Adamson,us,['Pitcher'],Left,Left,-,-,-,-,3.0,5.0,6.0,.455,4.89,44.0,11.0,4.0,0.0,0.0,0.0,110.1,121.0,66.0,60.0,19.0,37.0,0.0,77.0,9.0,1.0,0.0,484.0,93.0,5.22,1.432,9.9,1.5,3.0,6.3,2.08,5.38,4.91,0.28,-0.10,100.6,4.55,-10,-0.9,.80,0.0,0.1,1.0,.479,.500
Mike Adamson,1967,1969,John Michael Adamson,us,['Pitcher'],Right,Right,-,-,-,-,3.0,0.0,4.0,.000,7.46,11.0,4.0,2.0,0.0,0.0,0.0,25.1,28.0,22.0,21.0,3.0,22.0,2.0,14.0,0.0,1.0,2.0,122.0,46.0,5.52,1.974,9.9,1.1,7.8,5.0,0.64,7.82,3.68,0.53,-0.03,99.6,3.10,-13,-1.2,1.22,0.0,-1.0,-11,.388,.498
Nathan Adcock,2011,2015,Nathan Masler Adcock,us,['Pitcher'],Right,Right,-,-,-,-,4.0,2.0,6.0,.250,4.17,56.0,5.0,14.0,0.0,0.0,1.0,123.0,126.0,64.0,57.0,14.0,56.0,5.0,80.0,7.0,1.0,6.0,541.0,99.0,4.78,1.480,9.2,1.0,4.1,5.9,1.43,4.68,4.49,0.00,-0.25,102.6,4.34,-5,-0.5,.65,-0.1,0.6,7.0,.491,.499
Nick Adenhart,2008,2009,Nicholas James Adenhart,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,0.0,1.000,6.00,4.0,4.0,0.0,0.0,0.0,0.0,18.0,25.0,12.0,12.0,0.0,16.0,0.0,9.0,0.0,0.0,3.0,90.0,77.0,4.79,2.278,12.5,0.0,8.0,4.5,0.56,6.00,4.68,0.20,0.18,99.9,4.66,-3,-0.2,,0.0,0.0,-1,.459,.498
Dewey Adkins,1942,1949,John Dewey Adkins,us,['Pitcher'],Right,Right,-,-,-,-,3.0,2.0,4.0,.333,5.64,38.0,6.0,19.0,1.0,0.0,0.0,99.0,114.0,69.0,62.0,11.0,50.0,1.0,47.0,0.0,0.0,3.0,451.0,70.0,4.51,1.657,10.4,1.0,4.5,4.3,0.94,6.27,4.50,-0.20,0.00,100.8,4.73,-17,-1.5,.51,0.1,-0.4,-7,.460,.493
Doc Adkins,1902,1903,Merle Theron Adkins,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,1.0,.500,5.00,6.0,3.0,3.0,1.0,0.0,1.0,27.0,40.0,28.0,15.0,2.0,12.0,,3.0,1.0,0.0,0.0,130.0,71.0,4.87,1.926,13.3,0.7,4.0,1.0,0.25,9.33,5.16,0.35,0.00,105.7,5.09,-13,-1.1,1.00,0.0,-0.8,-10,.320,.496
Grady Adkins,1928,1929,Grady Emmett Adkins,us,['Pitcher'],Right,Right,-,-,-,-,2.0,12.0,27.0,.308,4.34,67.0,42.0,18.0,19.0,0.0,1.0,363.0,403.0,211.0,175.0,24.0,156.0,5.0,78.0,7.0,0.0,4.0,1608.0,95.0,4.72,1.540,10.0,0.6,3.9,1.9,0.50,5.25,4.91,0.08,0.00,101.1,4.88,-15,-1.3,.96,-0.2,2.3,26.0,.481,.497
Jon Adkins,2003,2008,Jonathan Scott Adkins,us,['Pitcher'],Left,Right,-,-,-,-,6.0,5.0,5.0,.500,4.54,119.0,0.0,40.0,0.0,0.0,0.0,138.2,155.0,75.0,70.0,18.0,54.0,10.0,81.0,5.0,0.0,1.0,605.0,98.0,4.88,1.507,10.1,1.2,3.5,5.3,1.50,4.87,5.01,0.19,-0.37,98.1,4.36,-8,-0.8,.81,-0.2,0.4,7.0,.494,.499
Steve Adkins,1990,1990,Steven Thomas Adkins,us,['Pitcher'],Right,Left,-,-,-,-,1.0,1.0,2.0,.333,6.38,5.0,5.0,0.0,0.0,0.0,0.0,24.0,19.0,18.0,17.0,4.0,29.0,0.0,14.0,0.0,0.0,2.0,115.0,63.0,7.43,2.000,7.1,1.5,10.9,5.3,0.48,6.75,4.46,0.22,0.15,102.3,4.50,-6,-0.6,,0.0,-0.3,-4,.388,.497
Tim Adleman,2016,2017,Timothy Max Adleman,us,['Pitcher'],Right,Right,-,-,-,-,2.0,9.0,15.0,.375,4.97,43.0,33.0,4.0,0.0,0.0,0.0,192.0,188.0,111.0,106.0,42.0,71.0,2.0,155.0,11.0,1.0,1.0,818.0,89.0,5.66,1.349,8.8,2.0,3.3,7.3,2.18,5.20,4.65,0.18,0.15,101.7,4.70,-9,-0.8,1.04,-0.2,0.7,7.0,.480,.495
Joan Adon,2021,2022,Joan Manuel Adon,do,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,7.0,.125,6.00,9.0,9.0,0.0,0.0,0.0,0.0,42.0,43.0,28.0,28.0,6.0,26.0,1.0,40.0,6.0,0.0,7.0,195.0,65.0,5.33,1.643,9.2,1.3,5.6,8.6,1.54,6.00,4.59,-0.30,0.22,0.00,93.7,4.78,-6,-0.6,,-0.1,-0.3,-2,.431
Jeremy Affeldt,2002,2015,Jeremy David Affeldt,us,['Pitcher'],Left,Left,-,-,-,-,14.0,43.0,46.0,.483,3.97,774.0,42.0,162.0,0.0,0.0,28.0,926.0,904.0,455.0,408.0,76.0,396.0,41.0,720.0,42.0,9.0,55.0,4034.0,110.0,4.01,1.404,8.8,0.7,3.8,7.0,1.82,4.42,4.71,-0.04,-0.22,101.5,4.61,19.0,2.2,1.21,-1.4,9.7,109.0,.503,.502
Juan Agosto,1981,1993,Juan Roberto Agosto,pr,['Pitcher'],Left,Left,-,-,-,-,13.0,40.0,33.0,.548,4.01,543.0,2.0,198.0,0.0,0.0,29.0,626.1,639.0,313.0,279.0,30.0,248.0,47.0,307.0,30.0,7.0,21.0,2713.0,95.0,3.76,1.416,9.2,0.4,3.6,4.4,1.24,4.50,4.36,-0.02,-0.33,99.0,4.02,-36,-3.6,1.28,-1.0,1.3,20.0,.493,.499
Dario Agrazal,2019,2019,Dario Abdiel Agrazal,pa,['Pitcher'],Right,Right,-,-,-,-,1.0,4.0,5.0,.444,4.91,15.0,14.0,0.0,0.0,0.0,0.0,73.1,82.0,43.0,40.0,15.0,18.0,0.0,41.0,10.0,0.0,0.0,321.0,88.0,5.90,1.364,10.1,1.8,2.2,5.0,2.28,5.28,4.74,-0.27,0.20,98.5,5.13,0.0,0.0,.09,0.0,0.6,6.0,.499,.500
Miguel Aguilar,2021,2021,Miguel Armando Aguilar,mx,['Pitcher'],Left,Left,-,-,-,-,1.0,1.0,1.0,.500,6.43,9.0,0.0,2.0,0.0,0.0,0.0,7.0,6.0,6.0,5.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,29.0,68.0,4.03,1.429,7.7,0.0,5.1,3.9,0.75,7.71,4.81,-0.24,-0.31,0.80,101.1,5.61,-2,-0.2,1.37,-0.1,-0.2,-1,.482
Rick Aguilera,1985,2000,Richard Warren Aguilera,us,['Pitcher'],Right,Right,-,-,-,-,16.0,86.0,81.0,.515,3.57,732.0,89.0,557.0,10.0,0.0,318.0,1291.1,1233.0,568.0,512.0,138.0,351.0,42.0,1030.0,36.0,10.0,53.0,5391.0,118.0,3.62,1.227,8.6,1.0,2.4,7.2,2.93,3.96,4.60,-0.01,-0.14,99.9,4.47,69.0,7.1,1.75,0.7,20.6,203.0,.510,.503
Hank Aguirre,1955,1970,Henry John Aguirre,us,['Pitcher'],Right,Left,-,-,-,-,16.0,75.0,72.0,.510,3.25,447.0,149.0,124.0,44.0,9.0,33.0,1375.1,1216.0,562.0,496.0,123.0,479.0,35.0,856.0,47.0,9.0,35.0,5790.0,117.0,3.59,1.232,8.0,0.8,3.1,5.6,1.79,3.68,4.18,0.10,0.00,101.7,4.16,84.0,9.6,1.45,-0.5,21.0,181.0,.522,.505
Pat Ahearne,1995,1995,Patrick Howard Ahearne,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,2.0,.000,11.70,4.0,3.0,0.0,0.0,0.0,0.0,10.0,20.0,13.0,13.0,2.0,5.0,1.0,4.0,0.0,0.0,1.0,55.0,42.0,6.40,2.500,18.0,1.8,4.5,3.6,0.80,11.70,5.00,-0.46,0.11,104.1,5.80,-7,-0.5,.41,0.0,-0.4,-5,.363,.497
Kurt Ainsworth,2001,2004,Kurt Harold Ainsworth,us,['Pitcher'],Right,Right,-,-,-,-,4.0,6.0,8.0,.429,5.19,29.0,22.0,4.0,0.0,0.0,0.0,126.2,136.0,78.0,73.0,16.0,61.0,0.0,90.0,8.0,0.0,7.0,569.0,82.0,4.88,1.555,9.7,1.1,4.3,6.4,1.48,5.54,4.61,0.11,0.12,95.6,4.43,-16,-1.2,.38,0.0,-0.1,-4,.457,.498
Raleigh Aitchison,1911,1915,Raleigh Leonidas Aitchison,us,['Pitcher'],Right,Left,-,-,-,-,3.0,12.0,12.0,.500,3.01,34.0,22.0,8.0,10.0,3.0,0.0,206.1,193.0,98.0,69.0,7.0,67.0,,101.0,5.0,0.0,9.0,873.0,95.0,2.94,1.260,8.4,0.3,2.9,4.4,1.51,4.36,3.88,-0.05,0.00,103.0,4.05,-6,-0.5,1.42,-0.3,0.9,7.0,.486,.502
Jack Aker,1964,1974,Jackie Delane Aker,us,['Pitcher'],Right,Right,-,-,-,-,11.0,47.0,45.0,.511,3.28,495.0,0.0,321.0,0.0,0.0,124.0,746.0,679.0,312.0,272.0,63.0,274.0,68.0,404.0,40.0,0.0,13.0,3144.0,106.0,3.79,1.277,8.2,0.8,3.3,4.9,1.47,3.76,3.99,-0.02,-0.19,100.1,3.82,9.0,1.2,1.60,0.6,8.7,63.0,.502,.501
Darrel Akerfelds,1986,1991,Darrel Wayne Akerfelds,us,['Pitcher'],Right,Right,-,-,-,-,5.0,9.0,10.0,.474,5.08,125.0,13.0,33.0,1.0,0.0,3.0,233.2,216.0,146.0,132.0,36.0,127.0,16.0,129.0,13.0,1.0,21.0,1047.0,79.0,5.53,1.468,8.3,1.4,4.9,5.0,1.02,5.62,4.53,-0.05,-0.17,100.3,4.42,-33,-3.3,1.11,-0.3,-1.4,-10,.473,.495
Jerry Akers,1912,1912,Albert Earl Akers,us,['Pitcher'],Right,Right,-,-,-,-,1.0,1.0,1.0,.500,4.87,5.0,1.0,3.0,0.0,0.0,0.0,20.1,24.0,17.0,11.0,1.0,15.0,,11.0,2.0,0.0,0.0,97.0,71.0,4.92,1.918,10.6,0.4,6.6,4.9,0.73,7.52,4.50,0.39,0.00,106.7,4.38,-7,-0.7,1.00,0.0,-0.5,-5,.368,.496
Keegan Akin,2020,2022,Keegan Lee Akin,us,['Pitcher'],Left,Left,-,-,-,-,3.0,4.0,12.0,.250,5.39,42.0,23.0,3.0,0.0,0.0,0.0,145.1,151.0,91.0,87.0,21.0,55.0,1.0,137.0,3.0,2.0,5.0,633.0,82.0,4.35,1.417,9.4,1.3,3.4,8.5,2.49,5.64,5.04,-0.09,0.09,0.00,104.8,5.48,-5,-0.3,.59,-0.3,0.8,11.0,.493
R.J. Alaniz,2019,2021,Ruben Alaniz,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,0.0,1.000,8.35,15.0,0.0,4.0,0.0,0.0,0.0,18.1,20.0,18.0,17.0,4.0,10.0,0.0,16.0,1.0,1.0,0.0,84.0,58.0,6.10,1.636,9.8,2.0,4.9,7.9,1.60,8.84,4.93,0.06,-0.33,0.00,101.7,4.61,-8,-0.7,.62,0.2,-0.4,-7,.453
Gibson Alba,1988,1988,Gibson Alberto Alba,do,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,2.70,3.0,0.0,1.0,0.0,0.0,0.0,3.1,1.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,14.0,146.0,2.77,0.900,2.7,0.0,5.4,8.1,1.50,5.40,4.05,-0.01,-0.32,100.3,3.74,-1,-0.1,.61,0.0,0.0,0.0,.476,.500
Jonathan Albaladejo,2007,2012,Jonathan Albaladejo,pr,['Pitcher'],Right,Right,-,-,-,-,5.0,6.0,3.0,.667,4.34,66.0,0.0,13.0,0.0,0.0,0.0,76.2,77.0,40.0,37.0,10.0,32.0,3.0,56.0,7.0,1.0,0.0,332.0,104.0,4.89,1.422,9.0,1.2,3.8,6.6,1.75,4.70,4.94,-0.07,-0.37,101.4,4.70,0.0,0.0,.77,0.0,0.8,8.0,.500,.499
Joe Albanese,1958,1958,Joseph Peter Albanese,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,4.50,6.0,0.0,6.0,0.0,0.0,0.0,6.0,8.0,3.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,27.0,90.0,4.64,1.667,12.0,1.5,3.0,4.5,1.50,4.50,3.98,-0.44,0.00,106.9,4.72,0.0,0.0,.01,0.0,0.1,1.0,.503,.500
Jose Alberro,1995,1997,Jose Edgardo Alberro,pr,['Pitcher'],Right,Right,-,-,-,-,3.0,0.0,4.0,.000,7.41,27.0,5.0,10.0,0.0,0.0,0.0,58.1,77.0,57.0,48.0,7.0,36.0,3.0,23.0,2.0,0.0,5.0,290.0,67.0,5.84,1.937,11.9,1.1,5.6,3.5,0.64,8.79,5.32,0.17,-0.17,103.4,5.15,-24,-2.1,.63,0.2,-1.3,-17,.423,.495
Andrew Albers,2013,2021,Andrew William Albers,ca,['Pitcher'],Right,Left,-,-,-,-,5.0,8.0,8.0,.500,4.58,31.0,21.0,7.0,1.0,1.0,1.0,139.2,159.0,89.0,71.0,27.0,34.0,1.0,91.0,5.0,2.0,2.0,612.0,92.0,5.16,1.382,10.2,1.7,2.2,5.9,2.68,5.74,4.59,-0.08,0.07,0.00,100.7,4.78,-16,-1.5,.52,0.1,-0.1,-1,.451
Matt Albers,2006,2019,Matthew James Albers,us,['Pitcher'],Left,Right,-,-,-,-,14.0,47.0,48.0,.495,4.35,616.0,24.0,145.0,0.0,0.0,7.0,759.0,751.0,399.0,367.0,87.0,314.0,30.0,571.0,35.0,1.0,29.0,3288.0,98.0,4.50,1.403,8.9,1.0,3.7,6.8,1.82,4.73,4.63,0.01,-0.25,100.4,4.39,-31,-2.8,1.09,-2.0,2.7,45.0,.495,.499
Cy Alberts,1910,1910,Frederick Joseph Alberts,us,['Pitcher'],Right,Right,-,-,-,-,1.0,1.0,2.0,.333,6.18,4.0,3.0,1.0,2.0,0.0,0.0,27.2,35.0,22.0,19.0,1.0,20.0,,10.0,0.0,0.0,1.0,126.0,49.0,4.23,1.988,11.4,0.3,6.5,3.3,0.50,7.16,4.17,-0.40,0.00,97.5,4.45,-8,-0.8,1.00,0.0,-0.6,-6,.307,.495
Ed Albosta,1941,1946,Edward John Albosta,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,8.0,.000,6.15,19.0,8.0,3.0,0.0,0.0,0.0,52.2,52.0,43.0,36.0,4.0,43.0,1.0,24.0,1.0,0.0,1.0,250.0,59.0,5.10,1.804,8.9,0.7,7.3,4.1,0.56,7.35,3.97,-0.10,0.00,103.6,4.22,-18,-1.8,.50,0.1,-1.2,-14,.403,.492
Ed Albrecht,1949,1950,Edward Arthur Albrecht,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,1.0,.500,5.40,3.0,2.0,1.0,1.0,0.0,0.0,11.2,7.0,10.0,7.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,52.0,93.0,5.04,1.543,5.4,0.0,8.5,1.5,0.18,7.71,5.01,-0.57,0.00,116.0,6.47,-2,-0.1,1.00,0.0,-0.1,-1,.452,.499
Thomas Albright,1929,1936,Thomas Alphonso Albright,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,5.0,.000,7.74,14.0,4.0,6.0,3.0,0.0,1.0,54.2,85.0,55.0,47.0,7.0,17.0,,14.0,1.0,,0.0,256.0,68.0,4.99,1.866,14.0,1.2,2.8,2.3,0.82,9.05,6.25,-0.31,0.00,100.0,6.56,-13,-0.9,1.00,-0.1,-0.4,-8,.435,.498
Alex Albritton,1923,1925,Alexander C. Albritton,us,['Pitcher'],Left,Right,-,-,-,-,3.0,2.0,2.0,.500,4.33,11.0,3.0,,2.0,0.0,1.0,35.1,47.0,30.0,17.0,1.0,9.0,,7.0,1.0,,0.0,118.0,99.0,3.68,1.585,12.0,0.3,2.3,1.8,0.78,7.64,5.49,,0.00,100.0,5.49,-8,-0.6,1.00,-0.1,-0.3,-4,.442,.498
Al Alburquerque,2011,2017,Alberto Jose Alburquerque,do,['Pitcher'],Right,Right,-,-,-,-,7.0,17.0,8.0,.680,3.16,264.0,0.0,58.0,0.0,0.0,1.0,245.0,187.0,88.0,86.0,17.0,135.0,13.0,291.0,8.0,8.0,20.0,1045.0,130.0,3.37,1.314,6.9,0.6,5.0,10.7,2.16,3.23,4.38,-0.14,-0.33,101.5,4.26,25.0,2.8,1.01,-0.2,5.1,52.0,.511,.503
Vic Albury,1973,1976,Victor Albury,us,['Pitcher'],Left,Left,-,-,-,-,4.0,18.0,17.0,.514,4.11,101.0,37.0,32.0,6.0,1.0,1.0,372.2,338.0,194.0,170.0,36.0,220.0,7.0,193.0,12.0,1.0,21.0,1630.0,93.0,4.68,1.497,8.2,0.9,5.3,4.7,0.88,4.69,4.20,-0.04,-0.06,103.0,4.32,-15,-1.6,.87,-0.5,1.7,19.0,.485,.497
Jorge Alcala,2019,2022,Jorge Luis Alcala,do,['Pitcher'],Right,Right,-,-,-,-,4.0,5.0,7.0,.417,3.39,79.0,0.0,25.0,0.0,0.0,1.0,87.2,69.0,37.0,33.0,13.0,24.0,1.0,91.0,2.0,1.0,2.0,340.0,127.0,3.92,1.061,7.1,1.3,2.5,9.3,3.79,3.80,4.56,0.23,-0.29,0.26,97.8,4.20,3.0,0.3,1.04,-0.3,0.9,13.0,.504
Santo Alcala,1976,1977,Santo Alcala,do,['Pitcher'],Right,Right,-,-,-,-,2.0,14.0,11.0,.560,4.76,68.0,33.0,11.0,3.0,1.0,2.0,249.1,257.0,138.0,132.0,25.0,121.0,9.0,140.0,6.0,5.0,9.0,1103.0,77.0,4.39,1.516,9.3,0.9,4.4,5.1,1.16,4.98,4.12,0.09,0.01,98.7,3.99,-29,-3.1,.78,-0.1,-1.0,-7,.454,.492
Raul Alcantara,2016,2017,Raul Alcantara,do,['Pitcher'],Right,Right,-,-,-,-,2.0,2.0,5.0,.286,7.19,13.0,9.0,2.0,0.0,0.0,0.0,46.1,53.0,39.0,37.0,14.0,16.0,1.0,26.0,7.0,2.0,1.0,211.0,58.0,7.45,1.489,10.3,2.7,3.1,5.1,1.63,7.58,4.76,-0.36,0.05,100.7,5.20,-12,-1.2,.12,0.1,-0.6,-8,.411,.496
Sandy Alcantara,2017,2022,Sandy Alcantara,do,['Pitcher'],Right,Right,-,-,-,-,6.0,23.0,36.0,.390,3.40,94.0,86.0,3.0,3.0,2.0,0.0,538.0,455.0,236.0,203.0,57.0,195.0,8.0,473.0,25.0,3.0,12.0,2233.0,124.0,4.02,1.208,7.6,1.0,3.3,7.9,2.43,3.95,4.84,0.14,0.22,0.00,97.4,4.79,53.0,5.7,.16,-0.4,10.3,101.0,.561
Victor Alcantara,2017,2019,Victor Alfonso Alcantara,do,['Pitcher'],Right,Right,-,-,-,-,3.0,4.0,3.0,.571,4.28,79.0,0.0,19.0,0.0,0.0,0.0,80.0,82.0,40.0,38.0,14.0,25.0,0.0,50.0,4.0,0.0,6.0,340.0,110.0,5.30,1.338,9.2,1.6,2.8,5.6,2.00,4.50,4.90,-0.47,-0.33,103.3,5.21,6.0,0.7,.95,-0.1,1.3,15.0,.508,.502
Dale Alderson,1943,1944,Dale Leonard Alderson,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,1.0,.000,6.56,16.0,3.0,9.0,0.0,0.0,0.0,35.2,52.0,30.0,26.0,4.0,12.0,0.0,11.0,0.0,0.0,0.0,168.0,54.0,4.52,1.794,13.1,1.0,3.0,2.8,0.92,7.57,3.87,-0.17,0.00,97.7,3.96,-14,-1.4,.91,0.0,-1.1,-11,.411,.495
Scott Aldred,1990,2000,Scott Phillip Aldred,us,['Pitcher'],Left,Left,-,-,-,-,9.0,20.0,39.0,.339,6.02,229.0,67.0,29.0,1.0,0.0,1.0,499.2,581.0,356.0,334.0,78.0,230.0,20.0,312.0,19.0,2.0,30.0,2267.0,78.0,5.33,1.623,10.5,1.4,4.1,5.6,1.36,6.41,5.02,0.09,0.00,101.8,5.01,-81,-7.1,1.02,-0.3,-2.3,-22,.469,.498
Jay Aldrich,1987,1990,Jay Robert Aldrich,us,['Pitcher'],Right,Right,-,-,-,-,3.0,6.0,5.0,.545,4.72,62.0,0.0,21.0,0.0,0.0,2.0,108.2,119.0,62.0,57.0,12.0,39.0,9.0,46.0,3.0,2.0,3.0,474.0,90.0,4.57,1.454,9.9,1.0,3.2,3.8,1.18,5.13,4.73,-0.17,-0.35,100.3,4.57,-7,-0.7,1.07,-0.5,-0.1,4.0,.489,.500
Vic Aldridge,1917,1928,Victor Aldridge,us,['Pitcher'],Right,Right,-,-,-,-,9.0,97.0,80.0,.548,3.76,248.0,205.0,28.0,102.0,8.0,6.0,1600.2,1671.0,785.0,668.0,87.0,512.0,0.0,526.0,39.0,0.0,24.0,6852.0,106.0,3.84,1.364,9.4,0.5,2.9,3.0,1.03,4.42,4.72,0.13,0.00,101.5,4.65,41.0,4.1,1.07,-1.0,16.6,182.0,.517,.503
Bob Alexander,1955,1957,Robert Somerville Alexander,ca,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,1.0,.500,10.64,9.0,0.0,5.0,0.0,0.0,0.0,11.0,18.0,13.0,13.0,0.0,7.0,2.0,2.0,2.0,0.0,2.0,57.0,38.0,4.51,2.273,14.7,0.0,5.7,1.6,0.29,10.64,4.57,-0.41,0.00,99.0,4.94,-7,-0.7,1.66,-0.3,-0.9,-6,.423,.498
Buck Alexander,1923,1926,Calvin Alexander,,['Pitcher'],Right,Right,-,-,-,-,4.0,10.0,31.0,.244,6.14,76.0,43.0,15.0,10.0,0.0,4.0,348.2,428.0,292.0,238.0,18.0,146.0,,132.0,12.0,0.0,2.0,1596.0,76.0,3.97,1.646,11.0,0.5,3.8,3.4,0.90,7.54,5.47,0.10,0.00,100.0,5.36,-77,-6.1,1.00,-0.4,-3.3,-43,.419,.491
Doyle Alexander,1971,1989,Doyle Lafayette Alexander,us,['Pitcher'],Right,Right,-,-,-,-,19.0,194.0,174.0,.527,3.76,561.0,464.0,56.0,98.0,18.0,3.0,3367.2,3376.0,1541.0,1406.0,324.0,978.0,60.0,1528.0,53.0,10.0,74.0,14162.0,103.0,3.95,1.293,9.0,0.9,2.6,4.1,1.56,4.12,4.30,0.20,0.10,100.2,4.21,31.0,4.6,1.23,-1.9,34.8,345.0,.508,.501
Gerald Alexander,1990,1992,Gerald Paul Alexander,us,['Pitcher'],Right,Right,-,-,-,-,3.0,6.0,3.0,.667,5.79,36.0,11.0,6.0,0.0,0.0,0.0,98.0,112.0,67.0,63.0,12.0,54.0,7.0,59.0,4.0,1.0,3.0,453.0,71.0,5.01,1.694,10.3,1.1,5.0,5.4,1.09,6.15,4.60,-0.21,-0.10,98.8,4.65,-16,-1.6,1.37,-0.2,-0.9,-7,.455,.495
Pete Alexander,1911,1930,Grover Cleveland Alexander,us,['Pitcher'],Right,Right,1,Player,1938,BBWAA,20.0,373.0,208.0,.642,2.56,696.0,600.0,81.0,436.0,90.0,32.0,5190.0,4868.0,1852.0,1476.0,165.0,951.0,8.0,2198.0,70.0,1.0,38.0,20893.0,135.0,2.82,1.121,8.4,0.3,1.6,3.8,2.31,3.22,4.29,0.08,0.00,101.7,4.29,623.0,75.8,1.70,-2.6,116.2,1029.0,.609,.528
Scott Alexander,2015,2021,Scott Alain Alexander,us,['Pitcher'],Left,Left,-,-,-,-,7.0,12.0,9.0,.571,3.16,211.0,1.0,35.0,0.0,0.0,7.0,205.0,189.0,80.0,72.0,14.0,85.0,6.0,160.0,5.0,0.0,7.0,855.0,134.0,3.81,1.337,8.3,0.6,3.7,7.0,1.88,3.51,4.63,0.16,-0.31,0.08,99.6,4.22,17.0,1.7,1.30,-0.1,3.6,36.0,.508
Ted Alexander,1938,1948,Theodore Roosevelt Alexander,us,['Pitcher'],Right,Right,-,-,-,-,8.0,10.0,5.0,.667,3.59,40.0,16.0,9.0,8.0,0.0,3.0,158.0,151.0,87.0,63.0,2.0,56.0,0.0,78.0,3.0,0.0,0.0,607.0,116.0,2.96,1.310,8.6,0.1,3.2,4.4,1.39,4.96,4.65,-0.14,0.00,100.0,4.80,7.0,0.8,1.00,-0.3,1.9,14.0,.520,.501
Tyler Alexander,2019,2022,Tyler John Alexander,us,['Pitcher'],Right,Left,-,-,-,-,4.0,5.0,14.0,.263,4.40,72.0,29.0,8.0,0.0,0.0,0.0,208.2,230.0,107.0,102.0,36.0,49.0,0.0,177.0,10.0,0.0,3.0,897.0,101.0,4.57,1.337,9.9,1.6,2.1,7.6,3.61,4.62,4.81,-0.31,0.03,0.00,100.4,5.17,11.0,1.3,.62,-0.5,2.8,34.0,.518
A.J. Alexy,2021,2021,Adam John Alexy,us,['Pitcher'],Right,Right,-,-,-,-,1.0,3.0,1.0,.750,4.70,5.0,4.0,0.0,0.0,0.0,0.0,23.0,13.0,12.0,12.0,4.0,17.0,0.0,17.0,1.0,0.0,0.0,97.0,95.0,6.30,1.304,5.1,1.6,6.7,6.7,1.00,4.70,4.61,0.53,0.22,0.00,102.0,4.39,-1,-0.1,.12,0.0,0.1,1.0,.481
